
60618,"$100,000 under $200,000","808,349",
60618,"$200,000 or more","1,708,203",

60619,,"1,078,777",
60619,"$1 under $25,000","170,425",
60619,"$25,000 under $50,000","293,132",
60619,"$50,000 under $75,000","226,344",
60619,"$75,000 under $100,000","165,713",
60619,"$100,000 under $200,000","185,375",
60619,"$200,000 or more","37,788",

60620,,"1,051,058",
60620,"$1 under $25,000","194,999",
60620,"$25,000 under $50,000","321,268",
60620,"$50,000 under $75,000","242,854",
60620,"$75,000 under $100,000","141,933",
60620,"$100,000 under $200,000","130,726",
60620,"$200,000 or more","19,278",

60621,,"266,415",
60621,"$1 under $25,000","89,600",
60621,"$25,000 under $50,000","95,658",
60621,"$50,000 under $75,000","41,591",
60621,"$75,000 under $100,000","22,765",
60621,"$100,000 under $200,000","16,801",
60621,"$200,000 or more","0",

60622,,"3,396,520",
60622,"$1 under $25,000","82,707",
60622,"$25,000 under $50,000","241,765",
60622,"$50,000 under $75,000","335,039",
60622,"$75,000 under $100,000","274,501",
60622,"$100,000 under $200,000","671,070",
60622,"$200,000 or more","1,791,438",

60623,,"958,105",
60623,"$1 under $25,000","220,529",
60623,"$25,000 under $50,000","385,965",
60623,"$50,000 under $75,000","186,778",
60623,"$75,000 under $100,000","84,711",
60623,"$100,000 under $200,000","63,367",
60623,"$200,000 or more","16,755",

60624,,"401,902",
60624,"$1 under $25,000","111,778",
60624,"$25,000 under $50,000","148,758",
60624,"$50,000 under $75,000","69,345",
60624,"$75,000 under $100,000","34,732",
60624,"$100,000 under $200,000","30,119",
60624,"$200,000 or more","7,170",

60625,,"2,523,381",
60625,"$1 under $25,000","155,644",
60625,"$25,000 under $50,000","365,779",
60625,"$50,000 under $75,000","347,652",
60625,"$75,000 under $100,000","270,067",
60625,"$100,000 under $200,000","575,855",
60625,"$200,000 or more","808,384",

60626,,"1,162,358",
60626,"$1 under $25,000","107,914",
60626,"$25,000 under $50,000","270,203",
60626,"$50,000 under $75,000","222,657",
60626,"$75,000 under $100,000","151,903",
60626,"$100,000 under $200,000","257,963",
60626,"$200,000 or more","151,718",

60628,,"1,024,002",
60628,"$1 under $25,000","184,701",
60628,"$25,000 under $50,000","292,784",
60628,"$50,000 under $75,000","232,909",
60628,"$75,000 under $100,000","151,580",
60628,"$100,000 under $200,000","145,331",
60628,"$200,000 or more","16,697",

60629,,"1,807,255",
60629,"$1 under $25,000","283,680",
60629,"$25,000 under $50,000","589,177",
60629,"$50,000 under $75,000","409,772",
60629,"$75,000 under $100,000","239,479",
60629,"$100,000 under $200,000","243,338",
60629,"$200,000 or more","41,809",

60630,,"1,701,902",
60630,"$1 under $25,000","107,658",
60630,"$25,000 under $50,000","246,860",
60630,"$50,000 under $75,000","253,865",
60630,"$75,000 under $100,000","235,285",
60630,"$100,000 under $200,000","569,094",
60630,"$200,000 or more","289,140",

60631,,"1,403,371",
60631,"$1 under $25,000","40,474",
60631,"$25,000 under $50,000","96,786",
60631,"$50,000 under $75,000","136,921",
60631,"$75,000 under $100,000","165,573",
60631,"$100,000 under $200,000","550,702",
60631,"$200,000 or more","412,915",

60632,,"1,335,823",
60632,"$1 under $25,000","215,889",
60632,"$25,000 under $50,000","481,308",
60632,"$50,000 under $75,000","299,030",
60632,"$75,000 under $100,000","161,807",
60632,"$100,000 under $200,000","139,839",
60632,"$200,000 or more","37,950",

60633,,"275,801",
60633,"$1 under $25,000","27,906",
60633,"$25,000 under $50,000","58,774",
60633,"$50,000 under $75,000","57,332",
60633,"$75,000 under $100,000","50,527",
60633,"$100,000 under $200,000","68,224",
60633,"$200,000 or more","13,038",

60634,,"2,006,665",
60634,"$1 under $25,000","171,463",
60634,"$25,000 under $50,000","373,158",
60634,"$50,000 under $75,000","367,714",
60634,"$75,000 under $100,000","323,268",
60634,"$100,000 under $200,000","596,388",
60634,"$200,000 or more","174,674",

60636,,"359,856",
60636,"$1 under $25,000","110,407",
60636,"$25,000 under $50,000","129,071",
60636,"$50,000 under $75,000","68,381",
60636,"$75,000 under $100,000","29,394",
60636,"$100,000 under $200,000","22,603",
60636,"$200,000 or more","0",

60637,,"1,087,176",
60637,"$1 under $25,000","120,785",
60637,"$25,000 under $50,000","171,427",
60637,"$50,000 under $75,000","119,078",
60637,"$75,000 under $100,000","79,220",
60637,"$100,000 under $200,000","158,387",
60637,"$200,000 or more","438,279",

60638,,"1,686,108",
60638,"$1 under $25,000","108,250",
60638,"$25,000 under $50,000","257,906",
60638,"$50,000 under $75,000","286,889",
60638,"$75,000 under $100,000","279,689",
60638,"$100,000 under $200,000","540,430",
60638,"$200,000 or more","212,944",

60639,,"1,352,661",
60639,"$1 under $25,000","233,400",
60639,"$25,000 under $50,000","499,542",
60639,"$50,000 under $75,000","297,870",
60639,"$75,000 under $100,000","151,652",
60639,"$100,000 under $200,000","146,301",
60639,"$200,000 or more","23,896",

60640,,"2,781,250",
60640,"$1 under $25,000","125,993",
60640,"$25,000 under $50,000","337,277",
60640,"$50,000 under $75,000","381,857",
60640,"$75,000 under $100,000","328,453",
60640,"$100,000 under $200,000","707,652",
60640,"$200,000 or more","900,018",

60641,,"1,789,212",
60641,"$1 under $25,000","163,873",
60641,"$25,000 under $50,000","370,607",
60641,"$50,000 under $75,000","301,404",
60641,"$75,000 under $100,000","213,837",
60641,"$100,000 under $200,000","418,501",
60641,"$200,000 or more","320,990",

60642,,"1,287,884",
60642,"$1 under $25,000","25,382",
60642,"$25,000 under $50,000","87,991",
60642,"$50,000 under $75,000","143,761",
60642,"$75,000 under $100,000","135,152",
60642,"$100,000 under $200,000","341,258",
60642,"$200,000 or more","554,340",

60643,,"1,570,263",
60643,"$1 under $25,000","106,119",
60643,"$25,000 under $50,000","201,571",
60643,"$50,000 under $75,000","211,579",
60643,"$75,000 under $100,000","202,946",
60643,"$100,000 under $200,000","437,584",
60643,"$200,000 or more","410,464",

60644,,"545,952",
60644,"$1 under $25,000","137,002",
60644,"$25,000 under $50,000","203,929",
60644,"$50,000 under $75,000","96,877",
60644,"$75,000 under $100,000","51,557",
60644,"$100,000 under $200,000","43,180",
60644,"$200,000 or more","13,407",

60645,,"1,243,367",
60645,"$1 under $25,000","103,389",
60645,"$25,000 under $50,000","195,289",
60645,"$50,000 under $75,000","172,329",
60645,"$75,000 under $100,000","144,780",
60645,"$100,000 under $200,000","303,029",
60645,"$200,000 or more","324,551",

60646,,"1,477,824",
60646,"$1 under $25,000","40,632",
60646,"$25,000 under $50,000","82,802",
60646,"$50,000 under $75,000","108,761",
60646,"$75,000 under $100,000","122,524",
60646,"$100,000 under $200,000","459,661",
60646,"$200,000 or more","663,444",

60647,,"3,660,727",
60647,"$1 under $25,000","163,964",
60647,"$25,000 under $50,000","444,132",
60647,"$50,000 under $75,000","463,245",
60647,"$75,000 under $100,000","359,119",
60647,"$100,000 under $200,000","800,482",
60647,"$200,000 or more","1,429,785",

60649,,"714,987",
60649,"$1 under $25,000","124,728",
60649,"$25,000 under $50,000","195,882",
60649,"$50,000 under $75,000","128,931",
60649,"$75,000 under $100,000","82,754",
60649,"$100,000 under $200,000","101,614",
60649,"$200,000 or more","81,078",

60651,,"882,410",
60651,"$1 under $25,000","183,045",
60651,"$25,000 under $50,000","314,993",
60651,"$50,000 under $75,000","186,066",
60651,"$75,000 under $100,000","93,010",
60651,"$100,000 under $200,000","87,109",
60651,"$200,000 or more","18,187",

60652,,"998,875",
60652,"$1 under $25,000","90,670",
60652,"$25,000 under $50,000","211,590",
60652,"$50,000 under $75,000","208,787",
60652,"$75,000 under $100,000","195,802",
60652,"$100,000 under $200,000","253,608",
60652,"$200,000 or more","38,418",

60653,,"661,645",
60653,"$1 under $25,000","80,877",
60653,"$25,000 under $50,000","121,908",
60653,"$50,000 under $75,000","98,763",
60653,"$75,000 under $100,000","81,691",
60653,"$100,000 under $200,000","156,145",
60653,"$200,000 or more","122,261",

60654,,"3,003,186",
60654,"$1 under $25,000","14,750",
60654,"$25,000 under $50,000","57,905",
60654,"$50,000 under $75,000","148,142",
60654,"$75,000 under $100,000","180,601",
60654,"$100,000 under $200,000","563,458",
60654,"$200,000 or more","2,038,330",

60655,,"1,229,228",
60655,"$1 under $25,000","32,139",
60655,"$25,000 under $50,000","78,842",
60655,"$50,000 under $75,000","128,156",
60655,"$75,000 under $100,000","183,755",
60655,"$100,000 under $200,000","572,658",
60655,"$200,000 or more","233,678",

60656,,"973,714",
60656,"$1 under $25,000","54,930",
60656,"$25,000 under $50,000","120,641",
60656,"$50,000 under $75,000","142,825",
60656,"$75,000 under $100,000","144,579",
60656,"$100,000 under $200,000","356,824",
60656,"$200,000 or more","153,915",

60657,,"5,712,731",
60657,"$1 under $25,000","83,129",
60657,"$25,000 under $50,000","316,714",
60657,"$50,000 under $75,000","541,349",
60657,"$75,000 under $100,000","424,807",
60657,"$100,000 under $200,000","984,620",
60657,"$200,000 or more","3,362,112",

60659,,"910,777",
60659,"$1 under $25,000","98,747",
60659,"$25,000 under $50,000","166,843",
60659,"$50,000 under $75,000","137,962",
60659,"$75,000 under $100,000","116,198",
60659,"$100,000 under $200,000","209,002",
60659,"$200,000 or more","182,025",

60660,,"1,396,124",
60660,"$1 under $25,000","85,969",
60660,"$25,000 under $50,000","218,359",
60660,"$50,000 under $75,000","221,821",
60660,"$75,000 under $100,000","179,693",
60660,"$100,000 under $200,000","366,034",
60660,"$200,000 or more","324,248",

60661,,"1,041,093",
60661,"$1 under $25,000","8,072",
60661,"$25,000 under $50,000","31,638",
60661,"$50,000 under $75,000","86,743",
60661,"$75,000 under $100,000","115,398",
60661,"$100,000 under $200,000","294,142",
60661,"$200,000 or more","505,100",

60706,,"784,070",
60706,"$1 under $25,000","50,981",
60706,"$25,000 under $50,000","112,447",
60706,"$50,000 under $75,000","125,145",
60706,"$75,000 under $100,000","120,054",
60706,"$100,000 under $200,000","221,419",
60706,"$200,000 or more","154,024",

60707,,"1,213,499",
60707,"$1 under $25,000","91,933",
60707,"$25,000 under $50,000","214,709",
60707,"$50,000 under $75,000","207,275",
60707,"$75,000 under $100,000","179,276",
60707,"$100,000 under $200,000","366,369",
60707,"$200,000 or more","153,937",

60712,,"813,128",
60712,"$1 under $25,000","20,399",
60712,"$25,000 under $50,000","40,984",
60712,"$50,000 under $75,000","50,517",
60712,"$75,000 under $100,000","54,533",
60712,"$100,000 under $200,000","177,120",
60712,"$200,000 or more","469,575",

60714,,"988,988",
60714,"$1 under $25,000","62,546",
60714,"$25,000 under $50,000","134,231",
60714,"$50,000 under $75,000","148,213",
60714,"$75,000 under $100,000","137,012",
60714,"$100,000 under $200,000","326,560",
60714,"$200,000 or more","180,426",

60803,,"580,825",
60803,"$1 under $25,000","47,316",
60803,"$25,000 under $50,000","115,787",
60803,"$50,000 under $75,000","115,951",
60803,"$75,000 under $100,000","104,588",
60803,"$100,000 under $200,000","161,317",
60803,"$200,000 or more","35,866",

60804,,"1,226,919",
60804,"$1 under $25,000","200,440",
60804,"$25,000 under $50,000","441,709",
60804,"$50,000 under $75,000","288,722",
60804,"$75,000 under $100,000","151,661",
60804,"$100,000 under $200,000","124,300",
60804,"$200,000 or more","20,087",

60805,,"707,668",
60805,"$1 under $25,000","33,697",
60805,"$25,000 under $50,000","81,783",
60805,"$50,000 under $75,000","107,825",
60805,"$75,000 under $100,000","102,684",
60805,"$100,000 under $200,000","248,372",
60805,"$200,000 or more","133,307",

60827,,"346,556",
60827,"$1 under $25,000","82,355",
60827,"$25,000 under $50,000","113,962",
60827,"$50,000 under $75,000","74,572",
60827,"$75,000 under $100,000","39,133",
60827,"$100,000 under $200,000","36,534",
60827,"$200,000 or more","0",

60901,,"759,596",
60901,"$1 under $25,000","76,670",
60901,"$25,000 under $50,000","148,956",
60901,"$50,000 under $75,000","132,984",
60901,"$75,000 under $100,000","106,577",
60901,"$100,000 under $200,000","187,816",
60901,"$200,000 or more","106,593",

60911,,"39,302",
60911,"$1 under $25,000","2,065",
60911,"$25,000 under $50,000","5,313",
60911,"$50,000 under $75,000","7,334",
60911,"$75,000 under $100,000","8,262",
60911,"$100,000 under $200,000","16,328",
60911,"$200,000 or more","0",

60912,,"8,843",
60912,"$1 under $25,000",958,
60912,"$25,000 under $50,000","2,460",
60912,"$50,000 under $75,000","2,446",
60912,"$75,000 under $100,000","2,979",
60912,"$100,000 under $200,000","0",
60912,"$200,000 or more","0",

60913,,"55,442",
60913,"$1 under $25,000","2,685",
60913,"$25,000 under $50,000","4,756",
60913,"$50,000 under $75,000","7,328",
60913,"$75,000 under $100,000","7,596",
60913,"$100,000 under $200,000","23,116",
60913,"$200,000 or more","9,961",

60914,,"944,531",
60914,"$1 under $25,000","50,555",
60914,"$25,000 under $50,000","103,155",
60914,"$50,000 under $75,000","121,538",
60914,"$75,000 under $100,000","130,472",
60914,"$100,000 under $200,000","321,139",
60914,"$200,000 or more","217,672",

60915,,"231,191",
60915,"$1 under $25,000","24,145",
60915,"$25,000 under $50,000","50,871",
60915,"$50,000 under $75,000","51,591",
60915,"$75,000 under $100,000","43,697",
60915,"$100,000 under $200,000","53,875",
60915,"$200,000 or more","7,012",

60917,,"15,617",
60917,"$1 under $25,000",945,
60917,"$25,000 under $50,000","2,037",
60917,"$50,000 under $75,000","2,315",
60917,"$75,000 under $100,000","2,936",
60917,"$100,000 under $200,000","7,384",
60917,"$200,000 or more","0",

60918,,"26,179",
60918,"$1 under $25,000","1,809",
60918,"$25,000 under $50,000","4,044",
60918,"$50,000 under $75,000","4,459",
60918,"$75,000 under $100,000","4,372",
60918,"$100,000 under $200,000","11,495",
60918,"$200,000 or more","0",

60919,,"14,078",
60919,"$1 under $25,000",892,
60919,"$25,000 under $50,000","1,993",
60919,"$50,000 under $75,000","1,928",
60919,"$75,000 under $100,000","2,636",
60919,"$100,000 under $200,000","6,629",
60919,"$200,000 or more","0",

60921,,"35,320",
60921,"$1 under $25,000","2,877",
60921,"$25,000 under $50,000","5,846",
60921,"$50,000 under $75,000","5,210",
60921,"$75,000 under $100,000","4,589",
60921,"$100,000 under $200,000","16,798",
60921,"$200,000 or more","0",

60922,,"62,720",
60922,"$1 under $25,000","4,978",
60922,"$25,000 under $50,000","10,650",
60922,"$50,000 under $75,000","11,592",
60922,"$75,000 under $100,000","9,736",
60922,"$100,000 under $200,000","18,625",
60922,"$200,000 or more","7,139",

60924,,"46,224",
60924,"$1 under $25,000","3,066",
60924,"$25,000 under $50,000","7,391",
60924,"$50,000 under $75,000","8,313",
60924,"$75,000 under $100,000","7,906",
60924,"$100,000 under $200,000","19,548",
60924,"$200,000 or more","0",

60927,,"66,844",
60927,"$1 under $25,000","3,678",
60927,"$25,000 under $50,000","8,976",
60927,"$50,000 under $75,000","9,146",
60927,"$75,000 under $100,000","11,418",
60927,"$100,000 under $200,000","25,237",
60927,"$200,000 or more","8,389",

60928,,"20,051",
60928,"$1 under $25,000","1,474",
60928,"$25,000 under $50,000","3,777",
60928,"$50,000 under $75,000","3,553",
60928,"$75,000 under $100,000","3,873",
60928,"$100,000 under $200,000","7,374",
60928,"$200,000 or more","0",

60929,,"19,794",
60929,"$1 under $25,000","1,592",
60929,"$25,000 under $50,000","3,207",
60929,"$50,000 under $75,000","3,466",
60929,"$75,000 under $100,000","2,495",
60929,"$100,000 under $200,000","9,034",
60929,"$200,000 or more","0",

60930,,"21,455",
60930,"$1 under $25,000","1,643",
60930,"$25,000 under $50,000","3,411",
60930,"$50,000 under $75,000","4,981",
60930,"$75,000 under $100,000","4,201",
60930,"$100,000 under $200,000","7,219",
60930,"$200,000 or more","0",

60931,,"15,114",
60931,"$1 under $25,000","1,378",
60931,"$25,000 under $50,000","2,023",
60931,"$50,000 under $75,000","2,390",
60931,"$75,000 under $100,000","3,480",
60931,"$100,000 under $200,000","5,843",
60931,"$200,000 or more","0",

60934,,"6,776",
60934,"$1 under $25,000",417,
60934,"$25,000 under $50,000",675,
60934,"$50,000 under $75,000","2,990",
60934,"$75,000 under $100,000","0",
60934,"$100,000 under $200,000","2,694",
60934,"$200,000 or more","0",

60935,,"35,651",
60935,"$1 under $25,000","1,525",
60935,"$25,000 under $50,000","3,535",
60935,"$50,000 under $75,000","5,076",
60935,"$75,000 under $100,000","5,516",
60935,"$100,000 under $200,000","14,713",
60935,"$200,000 or more","5,286",

60936,,"133,491",
60936,"$1 under $25,000","8,654",
60936,"$25,000 under $50,000","16,883",
60936,"$50,000 under $75,000","19,330",
60936,"$75,000 under $100,000","18,095",
60936,"$100,000 under $200,000","40,287",
60936,"$200,000 or more","30,242",

60938,,"49,776",
60938,"$1 under $25,000","4,507",
60938,"$25,000 under $50,000","9,661",
60938,"$50,000 under $75,000","10,240",
60938,"$75,000 under $100,000","7,095",
60938,"$100,000 under $200,000","18,273",
60938,"$200,000 or more","0",

60940,,"109,808",
60940,"$1 under $25,000","5,819",
60940,"$25,000 under $50,000","13,263",
60940,"$50,000 under $75,000","13,975",
60940,"$75,000 under $100,000","18,929",
60940,"$100,000 under $200,000","41,480",
60940,"$200,000 or more","16,342",

60941,,"71,624",
60941,"$1 under $25,000","3,176",
60941,"$25,000 under $50,000","7,936",
60941,"$50,000 under $75,000","8,921",
60941,"$75,000 under $100,000","12,379",
60941,"$100,000 under $200,000","25,678",
60941,"$200,000 or more","13,534",

60942,,"111,312",
60942,"$1 under $25,000","13,006",
60942,"$25,000 under $50,000","23,136",
60942,"$50,000 under $75,000","23,331",
60942,"$75,000 under $100,000","15,879",
60942,"$100,000 under $200,000","26,011",
60942,"$200,000 or more","9,949",

60946,,"8,796",
60946,"$1 under $25,000",641,
60946,"$25,000 under $50,000","1,485",
60946,"$50,000 under $75,000","2,772",
60946,"$75,000 under $100,000","0",
60946,"$100,000 under $200,000","3,898",
60946,"$200,000 or more","0",

60948,,"66,388",
60948,"$1 under $25,000","2,262",
60948,"$25,000 under $50,000","4,973",
60948,"$50,000 under $75,000","6,303",
60948,"$75,000 under $100,000","8,325",
60948,"$100,000 under $200,000","19,290",
60948,"$200,000 or more","25,235",

60949,,"10,343",
60949,"$1 under $25,000","1,209",
60949,"$25,000 under $50,000","2,265",
60949,"$50,000 under $75,000","3,401",
60949,"$75,000 under $100,000","0",
60949,"$100,000 under $200,000","3,468",
60949,"$200,000 or more","0",

60950,,"374,983",
60950,"$1 under $25,000","22,236",
60950,"$25,000 under $50,000","44,192",
60950,"$50,000 under $75,000","50,312",
60950,"$75,000 under $100,000","59,268",
60950,"$100,000 under $200,000","148,159",
60950,"$200,000 or more","50,816",

60951,,"22,943",
60951,"$1 under $25,000","1,400",
60951,"$25,000 under $50,000","4,152",
60951,"$50,000 under $75,000","3,870",
60951,"$75,000 under $100,000","4,962",
60951,"$100,000 under $200,000","8,559",
60951,"$200,000 or more","0",

60952,,"17,372",
60952,"$1 under $25,000","1,205",
60952,"$25,000 under $50,000","2,514",
60952,"$50,000 under $75,000","2,919",
60952,"$75,000 under $100,000","3,714",
60952,"$100,000 under $200,000","7,020",
60952,"$200,000 or more","0",

60953,,"53,797",
60953,"$1 under $25,000","4,272",
60953,"$25,000 under $50,000","9,477",
60953,"$50,000 under $75,000","9,706",
60953,"$75,000 under $100,000","8,634",
60953,"$100,000 under $200,000","21,708",
60953,"$200,000 or more","0",

60954,,"139,044",
60954,"$1 under $25,000","11,645",
60954,"$25,000 under $50,000","26,974",
60954,"$50,000 under $75,000","26,613",
60954,"$75,000 under $100,000","23,308",
60954,"$100,000 under $200,000","41,941",
60954,"$200,000 or more","8,563",

60955,,"45,945",
60955,"$1 under $25,000","3,904",
60955,"$25,000 under $50,000","9,171",
60955,"$50,000 under $75,000","7,480",
60955,"$75,000 under $100,000","6,974",
60955,"$100,000 under $200,000","18,416",
60955,"$200,000 or more","0",

60957,,"140,769",
60957,"$1 under $25,000","10,757",
60957,"$25,000 under $50,000","23,589",
60957,"$50,000 under $75,000","25,739",
60957,"$75,000 under $100,000","23,970",
60957,"$100,000 under $200,000","44,254",
60957,"$200,000 or more","12,460",

60958,,"19,411",
60958,"$1 under $25,000","4,992",
60958,"$25,000 under $50,000","6,783",
60958,"$50,000 under $75,000","4,608",
60958,"$75,000 under $100,000","3,028",
60958,"$100,000 under $200,000","0",
60958,"$200,000 or more",0,

60959,,"24,420",
60959,"$1 under $25,000","2,020",
60959,"$25,000 under $50,000","3,954",
60959,"$50,000 under $75,000","4,478",
60959,"$75,000 under $100,000","4,552",
60959,"$100,000 under $200,000","9,416",
60959,"$200,000 or more","0",

60960,,"18,911",
60960,"$1 under $25,000","1,830",
60960,"$25,000 under $50,000","4,011",
60960,"$50,000 under $75,000","3,649",
60960,"$75,000 under $100,000","3,020",
60960,"$100,000 under $200,000","6,401",
60960,"$200,000 or more","0",

60961,,"25,649",
60961,"$1 under $25,000","1,407",
60961,"$25,000 under $50,000","3,449",
60961,"$50,000 under $75,000","3,634",
60961,"$75,000 under $100,000","3,806",
60961,"$100,000 under $200,000","13,353",
60961,"$200,000 or more","0",

60962,,"14,016",
60962,"$1 under $25,000","1,263",
60962,"$25,000 under $50,000","2,161",
60962,"$50,000 under $75,000","2,369",
60962,"$75,000 under $100,000","2,421",
60962,"$100,000 under $200,000","5,802",
60962,"$200,000 or more","0",

60963,,"40,098",
60963,"$1 under $25,000","3,124",
60963,"$25,000 under $50,000","8,032",
60963,"$50,000 under $75,000","7,580",
60963,"$75,000 under $100,000","6,875",
60963,"$100,000 under $200,000","9,197",
60963,"$200,000 or more","5,290",

60964,,"146,885",
60964,"$1 under $25,000","9,391",
60964,"$25,000 under $50,000","21,255",
60964,"$50,000 under $75,000","21,173",
60964,"$75,000 under $100,000","23,223",
60964,"$100,000 under $200,000","44,303",
60964,"$200,000 or more","27,540",

60966,,"30,361",
60966,"$1 under $25,000","3,254",
60966,"$25,000 under $50,000","5,060",
60966,"$50,000 under $75,000","5,385",
60966,"$75,000 under $100,000","4,831",
60966,"$100,000 under $200,000","11,831",
60966,"$200,000 or more","0",

60968,,"9,619",
60968,"$1 under $25,000",909,
60968,"$25,000 under $50,000","1,304",
60968,"$50,000 under $75,000","1,899",
60968,"$75,000 under $100,000","1,720",
60968,"$100,000 under $200,000","3,787",
60968,"$200,000 or more","0",

60970,,"154,123",
60970,"$1 under $25,000","14,556",
60970,"$25,000 under $50,000","26,822",
60970,"$50,000 under $75,000","21,722",
60970,"$75,000 under $100,000","20,113",
60970,"$100,000 under $200,000","43,319",
60970,"$200,000 or more","27,591",

60973,,"9,126",
60973,"$1 under $25,000",615,
60973,"$25,000 under $50,000","1,314",
60973,"$50,000 under $75,000","3,003",
60973,"$75,000 under $100,000","0",
60973,"$100,000 under $200,000","4,194",
60973,"$200,000 or more","0",

61001,,"42,738",
61001,"$1 under $25,000","5,506",
61001,"$25,000 under $50,000","5,017",
61001,"$50,000 under $75,000","5,604",
61001,"$75,000 under $100,000","6,525",
61001,"$100,000 under $200,000","10,766",
61001,"$200,000 or more","9,320",

61006,,"42,612",
61006,"$1 under $25,000","2,787",
61006,"$25,000 under $50,000","6,931",
61006,"$50,000 under $75,000","8,504",
61006,"$75,000 under $100,000","7,490",
61006,"$100,000 under $200,000","16,900",
61006,"$200,000 or more","0",

61007,,"14,006",
61007,"$1 under $25,000",898,
61007,"$25,000 under $50,000","2,010",
61007,"$50,000 under $75,000","2,663",
61007,"$75,000 under $100,000","1,886",
61007,"$100,000 under $200,000","6,549",
61007,"$200,000 or more","0",

61008,,"1,042,599",
61008,"$1 under $25,000","70,806",
61008,"$25,000 under $50,000","147,345",
61008,"$50,000 under $75,000","143,187",
61008,"$75,000 under $100,000","132,919",
61008,"$100,000 under $200,000","290,658",
61008,"$200,000 or more","257,684",

61010,,"305,705",
61010,"$1 under $25,000","12,352",
61010,"$25,000 under $50,000","24,056",
61010,"$50,000 under $75,000","32,687",
61010,"$75,000 under $100,000","37,367",
61010,"$100,000 under $200,000","128,635",
61010,"$200,000 or more","70,608",

61011,,"159,701",
61011,"$1 under $25,000","3,797",
61011,"$25,000 under $50,000","8,149",
61011,"$50,000 under $75,000","10,387",
61011,"$75,000 under $100,000","14,807",
61011,"$100,000 under $200,000","49,915",
61011,"$200,000 or more","72,646",

61012,,"58,389",
61012,"$1 under $25,000","4,415",
61012,"$25,000 under $50,000","10,245",
61012,"$50,000 under $75,000","12,302",
61012,"$75,000 under $100,000","8,705",
61012,"$100,000 under $200,000","22,722",
61012,"$200,000 or more","0",

61014,,"31,392",
61014,"$1 under $25,000","1,812",
61014,"$25,000 under $50,000","4,891",
61014,"$50,000 under $75,000","5,234",
61014,"$75,000 under $100,000","5,777",
61014,"$100,000 under $200,000","13,678",
61014,"$200,000 or more","0",

61015,,"34,659",
61015,"$1 under $25,000","1,744",
61015,"$25,000 under $50,000","3,017",
61015,"$50,000 under $75,000","5,143",
61015,"$75,000 under $100,000","3,426",
61015,"$100,000 under $200,000","12,817",
61015,"$200,000 or more","8,512",

61016,,"190,565",
61016,"$1 under $25,000","8,480",
61016,"$25,000 under $50,000","17,837",
61016,"$50,000 under $75,000","23,747",
61016,"$75,000 under $100,000","27,430",
61016,"$100,000 under $200,000","76,732",
61016,"$200,000 or more","36,339",

61018,,"33,394",
61018,"$1 under $25,000","1,935",
61018,"$25,000 under $50,000","4,664",
61018,"$50,000 under $75,000","5,925",
61018,"$75,000 under $100,000","5,245",
61018,"$100,000 under $200,000","15,625",
61018,"$200,000 or more","0",

61019,,"121,384",
61019,"$1 under $25,000","5,653",
61019,"$25,000 under $50,000","13,803",
61019,"$50,000 under $75,000","18,046",
61019,"$75,000 under $100,000","21,867",
61019,"$100,000 under $200,000","46,229",
61019,"$200,000 or more","15,786",

61020,,"89,247",
61020,"$1 under $25,000","4,759",
61020,"$25,000 under $50,000","10,891",
61020,"$50,000 under $75,000","11,210",
61020,"$75,000 under $100,000","16,518",
61020,"$100,000 under $200,000","45,869",
61020,"$200,000 or more","0",

61021,,"630,908",
61021,"$1 under $25,000","42,947",
61021,"$25,000 under $50,000","93,933",
61021,"$50,000 under $75,000","102,159",
61021,"$75,000 under $100,000","92,724",
61021,"$100,000 under $200,000","186,772",
61021,"$200,000 or more","112,373",

61024,,"79,564",
61024,"$1 under $25,000","4,222",
61024,"$25,000 under $50,000","9,510",
61024,"$50,000 under $75,000","13,805",
61024,"$75,000 under $100,000","12,792",
61024,"$100,000 under $200,000","27,015",
61024,"$200,000 or more","12,220",

61025,,"156,205",
61025,"$1 under $25,000","8,256",
61025,"$25,000 under $50,000","21,163",
61025,"$50,000 under $75,000","20,655",
61025,"$75,000 under $100,000","21,834",
61025,"$100,000 under $200,000","43,722",
61025,"$200,000 or more","40,575",

61028,,"54,080",
61028,"$1 under $25,000","4,238",
61028,"$25,000 under $50,000","8,656",
61028,"$50,000 under $75,000","9,317",
61028,"$75,000 under $100,000","7,832",
61028,"$100,000 under $200,000","15,041",
61028,"$200,000 or more","8,996",

61030,,"58,046",
61030,"$1 under $25,000","4,150",
61030,"$25,000 under $50,000","9,864",
61030,"$50,000 under $75,000","12,222",
61030,"$75,000 under $100,000","10,302",
61030,"$100,000 under $200,000","21,508",
61030,"$200,000 or more","0",

61031,,"39,280",
61031,"$1 under $25,000","3,028",
61031,"$25,000 under $50,000","5,464",
61031,"$50,000 under $75,000","5,772",
61031,"$75,000 under $100,000","6,701",
61031,"$100,000 under $200,000","18,315",
61031,"$200,000 or more","0",

61032,,"701,615",
61032,"$1 under $25,000","72,603",
61032,"$25,000 under $50,000","130,896",
61032,"$50,000 under $75,000","113,292",
61032,"$75,000 under $100,000","101,537",
61032,"$100,000 under $200,000","178,208",
61032,"$200,000 or more","105,079",

61036,,"282,988",
